18.33,15.56,12.78,10,8.33,7.22,4.44,1.67,-1.11,-3.89,-6.67,-8.33,-9.44,-12.22,-15,-17.78,-20.56
4.6,4.37,4.15,3.92,3.76,3.63,3.31,3.01,2.76,2.59,2.46,2.4,2.29,2.02,1.74,1.43,1.11
