22.22,19.44,16.67,13.89,11.11,8.33,5.56,2.78,0,-2.78,-5.56,-8.33,-11.11,-13.89,-15
5.05,4.71,4.43,4.14,3.84,3.6,3.28,3.01,2.78,2.59,2.48,2.4,2.26,2.14,2.09
