Date/Time,Year,Month,Day,Time,Temp (°C)
23/12/2018 20:00,2018,12,23,20:00,-1.9
23/12/2018 21:00,2018,12,23,21:00,-1.9
23/12/2018 22:00,2018,12,23,22:00,-1.9
23/12/2018 23:00,2018,12,23,23:00,-1.6
24/12/2018 0:00,2018,12,24,0:00,-1.6
24/12/2018 1:00,2018,12,24,1:00,-1.6
24/12/2018 2:00,2018,12,24,2:00,-1.8
24/12/2018 3:00,2018,12,24,3:00,-1.6
24/12/2018 4:00,2018,12,24,4:00,-0.6
24/12/2018 5:00,2018,12,24,5:00,-0.5
24/12/2018 6:00,2018,12,24,6:00,-0.3
24/12/2018 7:00,2018,12,24,7:00,-0.2
24/12/2018 8:00,2018,12,24,8:00,0
24/12/2018 9:00,2018,12,24,9:00,0.2
24/12/2018 10:00,2018,12,24,10:00,0.1
24/12/2018 11:00,2018,12,24,11:00,0.2
24/12/2018 12:00,2018,12,24,12:00,0.6
24/12/2018 13:00,2018,12,24,13:00,0.7
24/12/2018 14:00,2018,12,24,14:00,0.6
24/12/2018 15:00,2018,12,24,15:00,0.8
24/12/2018 16:00,2018,12,24,16:00,1
24/12/2018 17:00,2018,12,24,17:00,0.7
24/12/2018 18:00,2018,12,24,18:00,-0.6
24/12/2018 19:00,2018,12,24,19:00,-0.9
24/12/2018 20:00,2018,12,24,20:00,-0.8
24/12/2018 21:00,2018,12,24,21:00,-0.7
24/12/2018 22:00,2018,12,24,22:00,-0.8
24/12/2018 23:00,2018,12,24,23:00,-0.9
25/12/2018 0:00,2018,12,25,0:00,-1.7
25/12/2018 1:00,2018,12,25,1:00,-1.8
25/12/2018 2:00,2018,12,25,2:00,-2.1
25/12/2018 3:00,2018,12,25,3:00,-2.4
25/12/2018 4:00,2018,12,25,4:00,-2.6
25/12/2018 5:00,2018,12,25,5:00,-2.8
25/12/2018 6:00,2018,12,25,6:00,-2.9
25/12/2018 7:00,2018,12,25,7:00,-3
25/12/2018 8:00,2018,12,25,8:00,-3.8
25/12/2018 9:00,2018,12,25,9:00,-3.5
25/12/2018 10:00,2018,12,25,10:00,-2.9
25/12/2018 11:00,2018,12,25,11:00,-1.7
25/12/2018 12:00,2018,12,25,12:00,-0.4
25/12/2018 13:00,2018,12,25,13:00,0
25/12/2018 14:00,2018,12,25,14:00,-0.1
25/12/2018 15:00,2018,12,25,15:00,-0.2
25/12/2018 16:00,2018,12,25,16:00,-0.5
25/12/2018 17:00,2018,12,25,17:00,-0.6
25/12/2018 18:00,2018,12,25,18:00,-0.8
25/12/2018 19:00,2018,12,25,19:00,-1
25/12/2018 20:00,2018,12,25,20:00,-1
25/12/2018 21:00,2018,12,25,21:00,-0.8
25/12/2018 22:00,2018,12,25,22:00,-1
25/12/2018 23:00,2018,12,25,23:00,-1.1
26/12/2018 0:00,2018,12,26,0:00,-1.3
26/12/2018 1:00,2018,12,26,1:00,-1.6
26/12/2018 2:00,2018,12,26,2:00,-2.5
26/12/2018 3:00,2018,12,26,3:00,-3.1
26/12/2018 4:00,2018,12,26,4:00,-3.3
26/12/2018 5:00,2018,12,26,5:00,-2.7
26/12/2018 6:00,2018,12,26,6:00,-1.9
26/12/2018 7:00,2018,12,26,7:00,-1.6
26/12/2018 8:00,2018,12,26,8:00,-1.1
26/12/2018 9:00,2018,12,26,9:00,-0.7
26/12/2018 10:00,2018,12,26,10:00,-0.4
26/12/2018 11:00,2018,12,26,11:00,-0.1
26/12/2018 12:00,2018,12,26,12:00,0.2
26/12/2018 13:00,2018,12,26,13:00,0.7
26/12/2018 14:00,2018,12,26,14:00,1.4
26/12/2018 15:00,2018,12,26,15:00,1.5
26/12/2018 16:00,2018,12,26,16:00,0.2
26/12/2018 17:00,2018,12,26,17:00,-0.6
26/12/2018 18:00,2018,12,26,18:00,-1.1
26/12/2018 19:00,2018,12,26,19:00,-1.8
26/12/2018 20:00,2018,12,26,20:00,-2.2
26/12/2018 21:00,2018,12,26,21:00,-2.8
26/12/2018 22:00,2018,12,26,22:00,-4.3
26/12/2018 23:00,2018,12,26,23:00,-4.8
27/12/2018 0:00,2018,12,27,0:00,-6.7
27/12/2018 1:00,2018,12,27,1:00,-7.6
27/12/2018 2:00,2018,12,27,2:00,-8.4
27/12/2018 3:00,2018,12,27,3:00,-8.7
27/12/2018 4:00,2018,12,27,4:00,-8.8
27/12/2018 5:00,2018,12,27,5:00,-8.8
27/12/2018 6:00,2018,12,27,6:00,-9.2
27/12/2018 7:00,2018,12,27,7:00,-9.1
27/12/2018 8:00,2018,12,27,8:00,-8.2
27/12/2018 9:00,2018,12,27,9:00,-7.1
27/12/2018 10:00,2018,12,27,10:00,-6.4
27/12/2018 11:00,2018,12,27,11:00,-5
27/12/2018 12:00,2018,12,27,12:00,-4.8
27/12/2018 13:00,2018,12,27,13:00,-4
27/12/2018 14:00,2018,12,27,14:00,-3.8
27/12/2018 15:00,2018,12,27,15:00,-3.4
27/12/2018 16:00,2018,12,27,16:00,-3.2
27/12/2018 17:00,2018,12,27,17:00,-2.8
27/12/2018 18:00,2018,12,27,18:00,-2.3
27/12/2018 19:00,2018,12,27,19:00,-1.7
27/12/2018 20:00,2018,12,27,20:00,-1.5
27/12/2018 21:00,2018,12,27,21:00,-0.8
27/12/2018 22:00,2018,12,27,22:00,0.3
27/12/2018 23:00,2018,12,27,23:00,1.4
28/12/2018 0:00,2018,12,28,0:00,2
28/12/2018 1:00,2018,12,28,1:00,2.3
28/12/2018 2:00,2018,12,28,2:00,2.6
28/12/2018 3:00,2018,12,28,3:00,3
28/12/2018 4:00,2018,12,28,4:00,3
28/12/2018 5:00,2018,12,28,5:00,4.1
28/12/2018 6:00,2018,12,28,6:00,4.2
28/12/2018 7:00,2018,12,28,7:00,5.3
28/12/2018 8:00,2018,12,28,8:00,8.1
28/12/2018 9:00,2018,12,28,9:00,8.1
28/12/2018 10:00,2018,12,28,10:00,8.4
28/12/2018 11:00,2018,12,28,11:00,8.9
28/12/2018 12:00,2018,12,28,12:00,9.7
28/12/2018 13:00,2018,12,28,13:00,10.2
28/12/2018 14:00,2018,12,28,14:00,10.7
28/12/2018 15:00,2018,12,28,15:00,11.1
28/12/2018 16:00,2018,12,28,16:00,10.5
28/12/2018 17:00,2018,12,28,17:00,11.2
28/12/2018 18:00,2018,12,28,18:00,10.5
28/12/2018 19:00,2018,12,28,19:00,10
28/12/2018 20:00,2018,12,28,20:00,9.3
28/12/2018 21:00,2018,12,28,21:00,9.2
28/12/2018 22:00,2018,12,28,22:00,6.5
28/12/2018 23:00,2018,12,28,23:00,5.3
29/12/2018 0:00,2018,12,29,0:00,4
29/12/2018 1:00,2018,12,29,1:00,3.1
29/12/2018 2:00,2018,12,29,2:00,2.4
29/12/2018 3:00,2018,12,29,3:00,0.9
29/12/2018 4:00,2018,12,29,4:00,-0.2
29/12/2018 5:00,2018,12,29,5:00,-1.6
29/12/2018 6:00,2018,12,29,6:00,-2.5
29/12/2018 7:00,2018,12,29,7:00,-3.4
29/12/2018 8:00,2018,12,29,8:00,-4
29/12/2018 9:00,2018,12,29,9:00,-4.4
29/12/2018 10:00,2018,12,29,10:00,-4.9
29/12/2018 11:00,2018,12,29,11:00,-4.7
29/12/2018 12:00,2018,12,29,12:00,-4.2
29/12/2018 13:00,2018,12,29,13:00,-5.3
29/12/2018 14:00,2018,12,29,14:00,-5.1
29/12/2018 15:00,2018,12,29,15:00,-4.3
29/12/2018 16:00,2018,12,29,16:00,-4.9
29/12/2018 17:00,2018,12,29,17:00,-6.3
29/12/2018 18:00,2018,12,29,18:00,-7.1
29/12/2018 19:00,2018,12,29,19:00,-7.7
29/12/2018 20:00,2018,12,29,20:00,-8
29/12/2018 21:00,2018,12,29,21:00,-7.8
29/12/2018 22:00,2018,12,29,22:00,-7.5
29/12/2018 23:00,2018,12,29,23:00,-7.3
30/12/2018 0:00,2018,12,30,0:00,-6.8
30/12/2018 1:00,2018,12,30,1:00,-6.4
30/12/2018 2:00,2018,12,30,2:00,-6.5
30/12/2018 3:00,2018,12,30,3:00,-6.5
30/12/2018 4:00,2018,12,30,4:00,-6.4
30/12/2018 5:00,2018,12,30,5:00,-7.3
30/12/2018 6:00,2018,12,30,6:00,-6.1
30/12/2018 7:00,2018,12,30,7:00,-5.9
30/12/2018 8:00,2018,12,30,8:00,-5.7
30/12/2018 9:00,2018,12,30,9:00,-5
30/12/2018 10:00,2018,12,30,10:00,-4.2
30/12/2018 11:00,2018,12,30,11:00,-2
30/12/2018 12:00,2018,12,30,12:00,-0.9
30/12/2018 13:00,2018,12,30,13:00,-0.7
30/12/2018 14:00,2018,12,30,14:00,0
30/12/2018 15:00,2018,12,30,15:00,0.5
30/12/2018 16:00,2018,12,30,16:00,0.3
30/12/2018 17:00,2018,12,30,17:00,0.1
30/12/2018 18:00,2018,12,30,18:00,-0.5
30/12/2018 19:00,2018,12,30,19:00,-0.9
30/12/2018 20:00,2018,12,30,20:00,-1.2
30/12/2018 21:00,2018,12,30,21:00,-0.8
30/12/2018 22:00,2018,12,30,22:00,-0.6
30/12/2018 23:00,2018,12,30,23:00,-1.2
31/12/2018 0:00,2018,12,31,0:00,-2.6
31/12/2018 1:00,2018,12,31,1:00,-2.2
31/12/2018 2:00,2018,12,31,2:00,-3.6
31/12/2018 3:00,2018,12,31,3:00,-4.9
31/12/2018 4:00,2018,12,31,4:00,-6.1
31/12/2018 5:00,2018,12,31,5:00,-6.1
31/12/2018 6:00,2018,12,31,6:00,-5.5
31/12/2018 7:00,2018,12,31,7:00,-5
31/12/2018 8:00,2018,12,31,8:00,-4.4
31/12/2018 9:00,2018,12,31,9:00,-3.1
31/12/2018 10:00,2018,12,31,10:00,-1
31/12/2018 11:00,2018,12,31,11:00,1
31/12/2018 12:00,2018,12,31,12:00,2.3
31/12/2018 13:00,2018,12,31,13:00,2.4
31/12/2018 14:00,2018,12,31,14:00,2.4
31/12/2018 15:00,2018,12,31,15:00,1.8
31/12/2018 16:00,2018,12,31,16:00,1.5
31/12/2018 17:00,2018,12,31,17:00,1.6
31/12/2018 18:00,2018,12,31,18:00,1.7
31/12/2018 19:00,2018,12,31,19:00,1.8
31/12/2018 20:00,2018,12,31,20:00,2.2
31/12/2018 21:00,2018,12,31,21:00,3
31/12/2018 22:00,2018,12,31,22:00,3.2
31/12/2018 23:00,2018,12,31,23:00,3.5
End,,,,,
